probability;nodes_number;sccs_number
0.27;46;1.0
0.28;46;1.0
0.29;46;1.0
0.3;46;1.0
0.31;46;1.0
0.32;46;1.0
0.33;46;1.0
0.34;46;1.0
0.35;46;1.0
0.36;46;1.0
0.37;46;1.0
0.38;46;1.0
0.39;46;1.0
0.4;46;1.0
0.41;46;1.0
0.42;46;1.0
0.43;46;1.0
0.44;46;1.0
0.45;46;1.0
0.46;46;1.0
0.47;46;1.0
0.48;46;1.0
0.49;46;1.0
0.5;46;1.0
0.51;46;1.0
0.52;46;1.0
0.53;46;1.0
0.54;46;1.0
0.55;46;1.0
0.56;46;1.0
0.57;46;1.0
0.58;46;1.0
0.59;46;1.0
0.6;46;1.0
0.61;46;1.0
0.62;46;1.0
0.63;46;1.0
0.64;46;1.0
0.65;46;1.0
0.66;46;1.0
0.67;46;1.0
0.68;46;1.0
0.69;46;1.0
0.7;46;1.0
0.71;46;1.0
0.72;46;1.0
0.73;46;1.0
0.74;46;1.0
0.75;46;1.0
0.76;46;1.0
0.77;46;1.0
0.78;46;1.0
0.79;46;1.0
0.8;46;1.0
0.81;46;1.0
0.82;46;1.0
0.83;46;1.0
0.84;46;1.0
0.85;46;1.0
0.86;46;1.0
0.87;46;1.0
0.88;46;1.0
0.89;46;1.0
0.9;46;1.0
0.91;46;1.0
0.92;46;1.0
0.93;46;1.0
0.94;46;1.0
0.95;46;1.0
0.96;46;1.0
0.97;46;1.0
0.98;46;1.0
0.99;46;1.0
0.0;47;47.0
0.01;47;47.0
0.02;47;44.7
0.03;47;36.8
0.04;47;21.4
0.05;47;12.8
0.06;47;6.65
0.07;47;5.25
0.08;47;3.05
0.09;47;2.3
0.1;47;1.65
0.11;47;1.5
0.12;47;1.15
0.13;47;1.15
0.14;47;1.1
0.15;47;1.05
0.16;47;1.0
0.17;47;1.0
0.18;47;1.0
0.19;47;1.0
0.2;47;1.0
0.21;47;1.0
0.22;47;1.0
0.23;47;1.0
0.24;47;1.0
0.25;47;1.0
0.26;47;1.0
0.27;47;1.0
0.28;47;1.0
0.29;47;1.0
0.3;47;1.0
0.31;47;1.0
0.32;47;1.0
0.33;47;1.0
0.34;47;1.0
0.35;47;1.0
0.36;47;1.0
0.37;47;1.0
0.38;47;1.0
0.39;47;1.0
0.4;47;1.0
0.41;47;1.0
0.42;47;1.0
0.43;47;1.0
0.44;47;1.0
0.45;47;1.0
0.46;47;1.0
0.47;47;1.0
0.48;47;1.0
0.49;47;1.0
0.5;47;1.0
0.51;47;1.0
0.52;47;1.0
0.53;47;1.0
0.54;47;1.0
0.55;47;1.0
0.56;47;1.0
0.57;47;1.0
0.58;47;1.0
0.59;47;1.0
0.6;47;1.0
0.61;47;1.0
0.62;47;1.0
0.63;47;1.0
0.64;47;1.0
0.65;47;1.0
0.66;47;1.0
0.67;47;1.0
0.68;47;1.0
0.69;47;1.0
0.7;47;1.0
0.71;47;1.0
0.72;47;1.0
0.73;47;1.0
0.74;47;1.0
0.75;47;1.0
0.76;47;1.0
0.77;47;1.0
0.78;47;1.0
0.79;47;1.0
0.8;47;1.0
0.81;47;1.0
0.82;47;1.0
0.83;47;1.0
0.84;47;1.0
0.85;47;1.0
0.86;47;1.0
0.87;47;1.0
0.88;47;1.0
0.89;47;1.0
0.9;47;1.0
0.91;47;1.0
0.92;47;1.0
0.93;47;1.0
0.94;47;1.0
0.95;47;1.0
0.96;47;1.0
0.97;47;1.0
0.98;47;1.0
0.99;47;1.0
0.0;48;48.0
0.01;48;47.85
0.02;48;45.5
0.03;48;34.45
0.04;48;19.45
0.05;48;11.75
0.06;48;8.4
0.07;48;4.95
0.08;48;3.1
0.09;48;2.35
0.1;48;1.75
0.11;48;1.3
0.12;48;1.2
0.13;48;1.2
0.14;48;1.05
0.15;48;1.0
0.16;48;1.1
0.17;48;1.0
0.18;48;1.05
0.19;48;1.0
0.2;48;1.0
0.21;48;1.0
0.22;48;1.0
0.23;48;1.0
0.24;48;1.0
0.25;48;1.0
0.26;48;1.0
0.27;48;1.0
0.28;48;1.0
0.29;48;1.0
0.3;48;1.0
0.31;48;1.0
0.32;48;1.0
0.33;48;1.0
0.34;48;1.0
0.35;48;1.0
0.36;48;1.0
0.37;48;1.0
0.38;48;1.0
0.39;48;1.0
0.4;48;1.0
0.41;48;1.0
0.42;48;1.0
0.43;48;1.0
0.44;48;1.0
0.45;48;1.0
0.46;48;1.0
0.47;48;1.0
0.48;48;1.0
0.49;48;1.0
0.5;48;1.0
0.51;48;1.0
0.52;48;1.0
0.53;48;1.0
0.54;48;1.0
0.55;48;1.0
0.56;48;1.0
0.57;48;1.0
0.58;48;1.0
0.59;48;1.0
0.6;48;1.0
0.61;48;1.0
0.62;48;1.0
0.63;48;1.0
0.64;48;1.0
0.65;48;1.0
0.66;48;1.0
0.67;48;1.0
0.68;48;1.0
0.69;48;1.0
0.7;48;1.0
0.71;48;1.0
0.72;48;1.0
0.73;48;1.0
0.74;48;1.0
0.75;48;1.0
0.76;48;1.0
0.77;48;1.0
0.78;48;1.0
0.79;48;1.0
0.8;48;1.0
0.81;48;1.0
0.82;48;1.0
0.83;48;1.0
0.84;48;1.0
0.85;48;1.0
0.86;48;1.0
0.87;48;1.0
0.88;48;1.0
0.89;48;1.0
0.9;48;1.0
0.91;48;1.0
0.92;48;1.0
0.93;48;1.0
0.94;48;1.0
0.95;48;1.0
0.96;48;1.0
0.97;48;1.0
0.98;48;1.0
0.99;48;1.0
0.0;49;49.0
0.01;49;48.85
0.02;49;46.65
0.03;49;39.7
0.04;49;21.7
0.05;49;12.4
0.06;49;7.15
0.07;49;4.5
0.08;49;2.8
0.09;49;2.3
0.1;49;1.5
0.11;49;1.15
0.12;49;1.2
0.13;49;1.2
0.14;49;1.0
0.15;49;1.1
0.16;49;1.0
0.17;49;1.0
0.18;49;1.0
0.19;49;1.0
0.2;49;1.05
0.21;49;1.0
0.22;49;1.0
0.23;49;1.0
0.24;49;1.0
0.25;49;1.0
0.26;49;1.0
0.27;49;1.0
0.28;49;1.0
0.29;49;1.0
0.3;49;1.0
0.31;49;1.0
0.32;49;1.0
0.33;49;1.0
0.34;49;1.0
0.35;49;1.0
0.36;49;1.0
0.37;49;1.0
0.38;49;1.0
0.39;49;1.0
0.4;49;1.0
0.41;49;1.0
0.42;49;1.0
0.43;49;1.0
0.44;49;1.0
0.45;49;1.0
0.46;49;1.0
0.47;49;1.0
0.48;49;1.0
0.49;49;1.0
0.5;49;1.0
0.51;49;1.0
0.52;49;1.0
0.53;49;1.0
0.54;49;1.0
0.55;49;1.0
0.56;49;1.0
0.57;49;1.0
0.58;49;1.0
0.59;49;1.0
0.6;49;1.0
0.61;49;1.0
0.62;49;1.0
0.63;49;1.0
0.64;49;1.0
0.65;49;1.0
0.66;49;1.0
0.67;49;1.0
0.68;49;1.0
0.69;49;1.0
0.7;49;1.0
0.71;49;1.0
0.72;49;1.0
0.73;49;1.0
0.74;49;1.0
0.75;49;1.0
0.76;49;1.0
0.77;49;1.0
0.78;49;1.0
0.79;49;1.0
0.8;49;1.0
0.81;49;1.0
0.82;49;1.0
0.83;49;1.0
0.84;49;1.0
0.85;49;1.0
0.86;49;1.0
0.87;49;1.0
0.88;49;1.0
0.89;49;1.0
0.9;49;1.0
0.91;49;1.0
0.92;49;1.0
0.93;49;1.0
0.94;49;1.0
0.95;49;1.0
0.96;49;1.0
0.97;49;1.0
0.98;49;1.0
0.99;49;1.0
0.0;50;50.0
0.01;50;49.85
0.02;50;47.0
0.03;50;35.7
0.04;50;21.6
0.05;50;9.95
0.06;50;7.05
0.07;50;4.4
0.08;50;2.7
0.09;50;1.7
0.1;50;1.75
0.11;50;1.4
0.12;50;1.2
0.13;50;1.1
0.14;50;1.0
0.15;50;1.15
0.16;50;1.05
0.17;50;1.0
0.18;50;1.0
0.19;50;1.0
0.2;50;1.0
0.21;50;1.0
0.22;50;1.0
0.23;50;1.0
0.24;50;1.0
0.25;50;1.0
0.26;50;1.0
0.27;50;1.0
0.28;50;1.0
0.29;50;1.0
0.3;50;1.0
0.31;50;1.0
0.32;50;1.0
0.33;50;1.0
0.34;50;1.0
0.35;50;1.0
0.36;50;1.0
0.37;50;1.0
0.38;50;1.0
0.39;50;1.0
0.4;50;1.0
0.41;50;1.0
0.42;50;1.0
0.43;50;1.0
0.44;50;1.0
0.45;50;1.0
0.46;50;1.0
0.47;50;1.0
0.48;50;1.0
0.49;50;1.0
0.5;50;1.0
0.51;50;1.0
0.52;50;1.0
0.53;50;1.0
0.54;50;1.0
0.55;50;1.0
0.56;50;1.0
0.57;50;1.0
0.58;50;1.0
0.59;50;1.0
0.6;50;1.0
0.61;50;1.0
0.62;50;1.0
0.63;50;1.0
0.64;50;1.0
0.65;50;1.0
0.66;50;1.0
0.67;50;1.0
0.68;50;1.0
0.69;50;1.0
0.7;50;1.0
0.71;50;1.0
0.72;50;1.0
0.73;50;1.0
0.74;50;1.0
0.75;50;1.0
0.76;50;1.0
0.77;50;1.0
0.78;50;1.0
0.79;50;1.0
0.8;50;1.0
0.81;50;1.0
0.82;50;1.0
0.83;50;1.0
0.84;50;1.0
0.85;50;1.0
0.86;50;1.0
0.87;50;1.0
0.88;50;1.0
0.89;50;1.0
0.9;50;1.0
0.91;50;1.0
0.92;50;1.0
0.93;50;1.0
0.94;50;1.0
0.95;50;1.0
0.96;50;1.0
0.97;50;1.0
0.98;50;1.0
0.99;50;1.0
