probability;nodes_number;sccs_number
0.31;18;1.05
0.32;18;1.0
0.33;18;1.0
0.34;18;1.05
0.35;18;1.0
0.36;18;1.05
0.37;18;1.0
0.38;18;1.0
0.39;18;1.0
0.4;18;1.0
0.41;18;1.0
0.42;18;1.0
0.43;18;1.0
0.44;18;1.0
0.45;18;1.0
0.46;18;1.0
0.47;18;1.0
0.48;18;1.0
0.49;18;1.0
0.5;18;1.0
0.51;18;1.0
0.52;18;1.0
0.53;18;1.0
0.54;18;1.0
0.55;18;1.0
0.56;18;1.0
0.57;18;1.0
0.58;18;1.0
0.59;18;1.0
0.6;18;1.0
0.61;18;1.0
0.62;18;1.0
0.63;18;1.0
0.64;18;1.0
0.65;18;1.0
0.66;18;1.0
0.67;18;1.0
0.68;18;1.0
0.69;18;1.0
0.7;18;1.0
0.71;18;1.0
0.72;18;1.0
0.73;18;1.0
0.74;18;1.0
0.75;18;1.0
0.76;18;1.0
0.77;18;1.0
0.78;18;1.0
0.79;18;1.0
0.8;18;1.0
0.81;18;1.0
0.82;18;1.0
0.83;18;1.0
0.84;18;1.0
0.85;18;1.0
0.86;18;1.0
0.87;18;1.0
0.88;18;1.0
0.89;18;1.0
0.9;18;1.0
0.91;18;1.0
0.92;18;1.0
0.93;18;1.0
0.94;18;1.0
0.95;18;1.0
0.96;18;1.0
0.97;18;1.0
0.98;18;1.0
0.99;18;1.0
0.0;19;19.0
0.01;19;18.9
0.02;19;19.0
0.03;19;18.9
0.04;19;18.35
0.05;19;17.25
0.06;19;17.2
0.07;19;15.35
0.08;19;13.15
0.09;19;11.85
0.1;19;9.65
0.11;19;7.4
0.12;19;5.7
0.13;19;6.45
0.14;19;5.55
0.15;19;3.2
0.16;19;2.95
0.17;19;2.7
0.18;19;2.55
0.19;19;1.9
0.2;19;2.0
0.21;19;1.7
0.22;19;1.85
0.23;19;1.3
0.24;19;1.4
0.25;19;1.35
0.26;19;1.2
0.27;19;1.15
0.28;19;1.2
0.29;19;1.05
0.3;19;1.0
0.31;19;1.15
0.32;19;1.1
0.33;19;1.05
0.34;19;1.1
0.35;19;1.0
0.36;19;1.0
0.37;19;1.05
0.38;19;1.0
0.39;19;1.0
0.4;19;1.0
0.41;19;1.05
0.42;19;1.0
0.43;19;1.0
0.44;19;1.0
0.45;19;1.0
0.46;19;1.0
0.47;19;1.0
0.48;19;1.0
0.49;19;1.0
0.5;19;1.0
0.51;19;1.0
0.52;19;1.0
0.53;19;1.0
0.54;19;1.0
0.55;19;1.0
0.56;19;1.0
0.57;19;1.0
0.58;19;1.0
0.59;19;1.0
0.6;19;1.0
0.61;19;1.0
0.62;19;1.0
0.63;19;1.0
0.64;19;1.0
0.65;19;1.0
0.66;19;1.0
0.67;19;1.0
0.68;19;1.0
0.69;19;1.0
0.7;19;1.0
0.71;19;1.0
0.72;19;1.0
0.73;19;1.0
0.74;19;1.0
0.75;19;1.0
0.76;19;1.0
0.77;19;1.0
0.78;19;1.0
0.79;19;1.0
0.8;19;1.0
0.81;19;1.0
0.82;19;1.0
0.83;19;1.0
0.84;19;1.0
0.85;19;1.0
0.86;19;1.0
0.87;19;1.0
0.88;19;1.0
0.89;19;1.0
0.9;19;1.0
0.91;19;1.0
0.92;19;1.0
0.93;19;1.0
0.94;19;1.0
0.95;19;1.0
0.96;19;1.0
0.97;19;1.0
0.98;19;1.0
0.99;19;1.0
0.0;20;20.0
0.01;20;20.0
0.02;20;19.85
0.03;20;19.35
0.04;20;18.9
0.05;20;18.8
0.06;20;16.7
0.07;20;16.6
0.08;20;11.7
0.09;20;11.15
0.1;20;9.9
0.11;20;7.9
0.12;20;7.15
0.13;20;5.45
0.14;20;3.25
0.15;20;2.85
0.16;20;2.4
0.17;20;2.15
0.18;20;1.9
0.19;20;2.2
0.2;20;1.65
0.21;20;1.45
0.22;20;1.2
0.23;20;1.25
0.24;20;1.15
0.25;20;1.15
0.26;20;1.05
0.27;20;1.05
0.28;20;1.1
0.29;20;1.05
0.3;20;1.05
0.31;20;1.05
0.32;20;1.0
0.33;20;1.05
0.34;20;1.0
0.35;20;1.0
0.36;20;1.0
0.37;20;1.15
0.38;20;1.0
0.39;20;1.0
0.4;20;1.0
0.41;20;1.0
0.42;20;1.0
0.43;20;1.0
0.44;20;1.0
0.45;20;1.0
0.46;20;1.0
0.47;20;1.0
0.48;20;1.0
0.49;20;1.0
0.5;20;1.0
0.51;20;1.0
0.52;20;1.0
0.53;20;1.0
0.54;20;1.0
0.55;20;1.0
0.56;20;1.0
0.57;20;1.0
0.58;20;1.0
0.59;20;1.0
0.6;20;1.0
0.61;20;1.0
0.62;20;1.0
0.63;20;1.0
0.64;20;1.0
0.65;20;1.0
0.66;20;1.0
0.67;20;1.0
0.68;20;1.0
0.69;20;1.0
0.7;20;1.0
0.71;20;1.0
0.72;20;1.0
0.73;20;1.0
0.74;20;1.0
0.75;20;1.0
0.76;20;1.0
0.77;20;1.0
0.78;20;1.0
0.79;20;1.0
0.8;20;1.0
0.81;20;1.0
0.82;20;1.0
0.83;20;1.0
0.84;20;1.0
0.85;20;1.0
0.86;20;1.0
0.87;20;1.0
0.88;20;1.0
0.89;20;1.0
0.9;20;1.0
0.91;20;1.0
0.92;20;1.0
0.93;20;1.0
0.94;20;1.0
0.95;20;1.0
0.96;20;1.0
0.97;20;1.0
0.98;20;1.0
0.99;20;1.0
0.0;21;21.0
0.01;21;20.85
0.02;21;20.65
0.03;21;20.55
0.04;21;19.7
0.05;21;19.9
0.06;21;17.9
0.07;21;14.6
0.08;21;13.65
0.09;21;10.8
0.1;21;8.55
0.11;21;5.5
0.12;21;6.75
0.13;21;4.5
0.14;21;3.3
0.15;21;3.05
0.16;21;3.25
0.17;21;1.7
0.18;21;1.8
0.19;21;1.65
0.2;21;1.65
0.21;21;1.4
0.22;21;1.3
0.23;21;1.45
0.24;21;1.1
0.25;21;1.15
0.26;21;1.05
0.27;21;1.1
0.28;21;1.1
0.29;21;1.05
0.3;21;1.05
0.31;21;1.0
0.32;21;1.05
0.33;21;1.0
0.34;21;1.0
0.35;21;1.0
0.36;21;1.0
0.37;21;1.0
0.38;21;1.0
0.39;21;1.0
0.4;21;1.0
0.41;21;1.0
0.42;21;1.05
0.43;21;1.0
0.44;21;1.0
0.45;21;1.0
0.46;21;1.0
0.47;21;1.0
0.48;21;1.0
0.49;21;1.0
0.5;21;1.0
0.51;21;1.0
0.52;21;1.0
0.53;21;1.0
0.54;21;1.0
0.55;21;1.0
0.56;21;1.0
0.57;21;1.0
0.58;21;1.0
0.59;21;1.0
0.6;21;1.0
0.61;21;1.0
0.62;21;1.0
0.63;21;1.0
0.64;21;1.0
0.65;21;1.0
0.66;21;1.0
0.67;21;1.0
0.68;21;1.0
0.69;21;1.0
0.7;21;1.0
0.71;21;1.0
0.72;21;1.0
0.73;21;1.0
0.74;21;1.0
0.75;21;1.0
0.76;21;1.0
0.77;21;1.0
0.78;21;1.0
0.79;21;1.0
0.8;21;1.0
0.81;21;1.0
0.82;21;1.0
0.83;21;1.0
0.84;21;1.0
0.85;21;1.0
0.86;21;1.0
0.87;21;1.0
0.88;21;1.0
0.89;21;1.0
0.9;21;1.0
0.91;21;1.0
0.92;21;1.0
0.93;21;1.0
0.94;21;1.0
0.95;21;1.0
0.96;21;1.0
0.97;21;1.0
0.98;21;1.0
0.99;21;1.0
0.0;22;22.0
0.01;22;21.95
0.02;22;21.75
0.03;22;21.4
0.04;22;21.1
0.05;22;17.85
0.06;22;18.15
0.07;22;14.85
0.08;22;13.3
0.09;22;11.2
0.1;22;8.1
0.11;22;6.2
0.12;22;5.0
0.13;22;4.35
0.14;22;4.3
0.15;22;2.95
0.16;22;2.35
0.17;22;2.25
0.18;22;1.35
0.19;22;1.75
0.2;22;1.45
0.21;22;1.4
0.22;22;1.35
0.23;22;1.1
0.24;22;1.15
0.25;22;1.05
0.26;22;1.2
0.27;22;1.05
0.28;22;1.0
0.29;22;1.0
0.3;22;1.05
0.31;22;1.0
0.32;22;1.15
0.33;22;1.0
0.34;22;1.0
0.35;22;1.0
0.36;22;1.0
0.37;22;1.0
0.38;22;1.0
0.39;22;1.0
0.4;22;1.0
0.41;22;1.0
0.42;22;1.0
0.43;22;1.0
0.44;22;1.0
0.45;22;1.0
0.46;22;1.0
0.47;22;1.0
0.48;22;1.0
0.49;22;1.0
0.5;22;1.0
0.51;22;1.0
0.52;22;1.0
0.53;22;1.0
0.54;22;1.0
0.55;22;1.0
0.56;22;1.0
0.57;22;1.0
0.58;22;1.0
0.59;22;1.0
0.6;22;1.0
0.61;22;1.0
0.62;22;1.0
0.63;22;1.0
0.64;22;1.0
0.65;22;1.0
0.66;22;1.0
0.67;22;1.0
0.68;22;1.0
0.69;22;1.0
0.7;22;1.0
0.71;22;1.0
0.72;22;1.0
0.73;22;1.0
0.74;22;1.0
0.75;22;1.0
0.76;22;1.0
0.77;22;1.0
0.78;22;1.0
0.79;22;1.0
0.8;22;1.0
0.81;22;1.0
0.82;22;1.0
0.83;22;1.0
0.84;22;1.0
0.85;22;1.0
0.86;22;1.0
0.87;22;1.0
0.88;22;1.0
0.89;22;1.0
0.9;22;1.0
0.91;22;1.0
0.92;22;1.0
0.93;22;1.0
0.94;22;1.0
0.95;22;1.0
0.96;22;1.0
0.97;22;1.0
0.98;22;1.0
0.99;22;1.0
0.0;23;23.0
0.01;23;23.0
0.02;23;22.8
0.03;23;22.6
0.04;23;21.65
0.05;23;21.0
0.06;23;18.5
0.07;23;13.35
0.08;23;12.75
0.09;23;9.8
0.1;23;6.45
0.11;23;6.05
0.12;23;4.65
0.13;23;3.3
0.14;23;3.3
0.15;23;2.85
0.16;23;2.0
0.17;23;1.75
0.18;23;1.25
0.19;23;1.75
0.2;23;1.45
0.21;23;1.5
0.22;23;1.25
0.23;23;1.0
0.24;23;1.2
0.25;23;1.1
0.26;23;1.0
0.27;23;1.0
0.28;23;1.0
0.29;23;1.0
0.3;23;1.0
0.31;23;1.0
0.32;23;1.0
0.33;23;1.0
0.34;23;1.0
0.35;23;1.0
0.36;23;1.1
0.37;23;1.0
0.38;23;1.0
0.39;23;1.0
0.4;23;1.0
0.41;23;1.0
0.42;23;1.0
0.43;23;1.0
0.44;23;1.0
0.45;23;1.0
0.46;23;1.0
0.47;23;1.0
0.48;23;1.0
0.49;23;1.0
0.5;23;1.0
0.51;23;1.0
0.52;23;1.0
0.53;23;1.0
0.54;23;1.0
0.55;23;1.0
0.56;23;1.0
0.57;23;1.0
0.58;23;1.0
0.59;23;1.0
0.6;23;1.0
0.61;23;1.0
0.62;23;1.0
0.63;23;1.0
0.64;23;1.0
0.65;23;1.0
0.66;23;1.0
0.67;23;1.0
0.68;23;1.0
0.69;23;1.0
0.7;23;1.0
0.71;23;1.0
0.72;23;1.0
0.73;23;1.0
0.74;23;1.0
0.75;23;1.0
0.76;23;1.0
0.77;23;1.0
0.78;23;1.0
0.79;23;1.0
0.8;23;1.0
0.81;23;1.0
0.82;23;1.0
0.83;23;1.0
0.84;23;1.0
0.85;23;1.0
0.86;23;1.0
0.87;23;1.0
0.88;23;1.0
0.89;23;1.0
0.9;23;1.0
0.91;23;1.0
0.92;23;1.0
0.93;23;1.0
0.94;23;1.0
0.95;23;1.0
0.96;23;1.0
0.97;23;1.0
0.98;23;1.0
0.99;23;1.0
0.0;24;24.0
0.01;24;24.0
0.02;24;23.65
0.03;24;23.2
0.04;24;21.95
0.05;24;21.5
0.06;24;18.15
0.07;24;13.75
0.08;24;12.2
0.09;24;9.2
0.1;24;5.7
0.11;24;5.0
0.12;24;3.8
0.13;24;2.75
0.14;24;2.4
0.15;24;2.6
0.16;24;1.65
0.17;24;1.75
0.18;24;1.55
0.19;24;1.15
0.2;24;1.25
0.21;24;1.15
0.22;24;1.1
0.23;24;1.2
0.24;24;1.1
0.25;24;1.05
0.26;24;1.05
0.27;24;1.05
0.28;24;1.0
0.29;24;1.0
0.3;24;1.0
0.31;24;1.0
0.32;24;1.0
0.33;24;1.0
0.34;24;1.0
0.35;24;1.0
0.36;24;1.0
0.37;24;1.0
0.38;24;1.0
0.39;24;1.0
0.4;24;1.0
0.41;24;1.0
0.42;24;1.0
0.43;24;1.0
0.44;24;1.0
0.45;24;1.0
0.46;24;1.0
0.47;24;1.0
0.48;24;1.0
0.49;24;1.0
0.5;24;1.0
0.51;24;1.0
0.52;24;1.0
0.53;24;1.0
0.54;24;1.0
0.55;24;1.0
0.56;24;1.0
0.57;24;1.0
0.58;24;1.0
0.59;24;1.0
0.6;24;1.0
0.61;24;1.0
0.62;24;1.0
0.63;24;1.0
0.64;24;1.0
0.65;24;1.0
0.66;24;1.0
0.67;24;1.0
0.68;24;1.0
0.69;24;1.0
0.7;24;1.0
0.71;24;1.0
0.72;24;1.0
0.73;24;1.0
0.74;24;1.0
0.75;24;1.0
0.76;24;1.0
0.77;24;1.0
0.78;24;1.0
0.79;24;1.0
0.8;24;1.0
0.81;24;1.0
0.82;24;1.0
0.83;24;1.0
0.84;24;1.0
0.85;24;1.0
0.86;24;1.0
0.87;24;1.0
0.88;24;1.0
0.89;24;1.0
0.9;24;1.0
0.91;24;1.0
0.92;24;1.0
0.93;24;1.0
0.94;24;1.0
0.95;24;1.0
0.96;24;1.0
0.97;24;1.0
0.98;24;1.0
0.99;24;1.0
0.0;25;25.0
0.01;25;25.0
0.02;25;24.85
0.03;25;24.15
0.04;25;22.8
0.05;25;21.25
0.06;25;17.2
0.07;25;12.3
0.08;25;10.1
0.09;25;7.65
0.1;25;4.8
0.11;25;5.15
0.12;25;3.45
0.13;25;3.15
0.14;25;2.45
0.15;25;2.35
0.16;25;1.85
0.17;25;1.7
0.18;25;1.2
0.19;25;1.45
0.2;25;1.15
0.21;25;1.25
0.22;25;1.15
0.23;25;1.05
0.24;25;1.05
0.25;25;1.0
0.26;25;1.1
0.27;25;1.0
0.28;25;1.0
0.29;25;1.0
0.3;25;1.05
0.31;25;1.0
0.32;25;1.0
0.33;25;1.0
0.34;25;1.0
0.35;25;1.0
0.36;25;1.0
0.37;25;1.0
0.38;25;1.0
0.39;25;1.0
0.4;25;1.0
0.41;25;1.0
0.42;25;1.0
0.43;25;1.0
0.44;25;1.0
0.45;25;1.0
0.46;25;1.0
0.47;25;1.0
0.48;25;1.0
0.49;25;1.0
0.5;25;1.0
0.51;25;1.0
0.52;25;1.0
0.53;25;1.0
0.54;25;1.0
0.55;25;1.0
0.56;25;1.0
0.57;25;1.0
0.58;25;1.0
0.59;25;1.0
0.6;25;1.0
0.61;25;1.0
0.62;25;1.0
0.63;25;1.0
0.64;25;1.0
0.65;25;1.0
0.66;25;1.0
0.67;25;1.0
0.68;25;1.0
0.69;25;1.0
0.7;25;1.0
0.71;25;1.0
0.72;25;1.0
0.73;25;1.0
0.74;25;1.0
0.75;25;1.0
0.76;25;1.0
0.77;25;1.0
0.78;25;1.0
0.79;25;1.0
0.8;25;1.0
0.81;25;1.0
0.82;25;1.0
0.83;25;1.0
0.84;25;1.0
0.85;25;1.0
0.86;25;1.0
0.87;25;1.0
0.88;25;1.0
0.89;25;1.0
0.9;25;1.0
0.91;25;1.0
0.92;25;1.0
0.93;25;1.0
0.94;25;1.0
0.95;25;1.0
0.96;25;1.0
0.97;25;1.0
0.98;25;1.0
0.99;25;1.0
0.0;26;26.0
0.01;26;26.0
0.02;26;25.7
0.03;26;25.15
0.04;26;23.3
0.05;26;21.6
0.06;26;17.35
0.07;26;14.6
0.08;26;12.3
0.09;26;8.5
0.1;26;5.55
0.11;26;4.85
0.12;26;3.8
0.13;26;3.7
0.14;26;2.5
0.15;26;1.9
0.16;26;1.8
0.17;26;1.2
0.18;26;1.3
0.19;26;1.5
0.2;26;1.45
0.21;26;1.05
0.22;26;1.05
0.23;26;1.1
0.24;26;1.0
0.25;26;1.05
0.26;26;1.05
0.27;26;1.0
0.28;26;1.05
0.29;26;1.0
0.3;26;1.0
0.31;26;1.0
0.32;26;1.0
0.33;26;1.0
0.34;26;1.0
0.35;26;1.0
0.36;26;1.0
0.37;26;1.05
0.38;26;1.0
0.39;26;1.0
0.4;26;1.0
0.41;26;1.0
0.42;26;1.0
0.43;26;1.0
0.44;26;1.0
0.45;26;1.0
0.46;26;1.0
0.47;26;1.0
0.48;26;1.0
0.49;26;1.0
0.5;26;1.0
0.51;26;1.0
0.52;26;1.0
0.53;26;1.0
0.54;26;1.0
0.55;26;1.0
0.56;26;1.0
0.57;26;1.0
0.58;26;1.0
0.59;26;1.0
0.6;26;1.0
0.61;26;1.0
0.62;26;1.0
0.63;26;1.0
0.64;26;1.0
0.65;26;1.0
0.66;26;1.0
0.67;26;1.0
0.68;26;1.0
0.69;26;1.0
0.7;26;1.0
0.71;26;1.0
0.72;26;1.0
0.73;26;1.0
0.74;26;1.0
0.75;26;1.0
0.76;26;1.0
0.77;26;1.0
0.78;26;1.0
0.79;26;1.0
0.8;26;1.0
0.81;26;1.0
0.82;26;1.0
0.83;26;1.0
0.84;26;1.0
0.85;26;1.0
0.86;26;1.0
0.87;26;1.0
0.88;26;1.0
0.89;26;1.0
0.9;26;1.0
0.91;26;1.0
0.92;26;1.0
0.93;26;1.0
0.94;26;1.0
0.95;26;1.0
0.96;26;1.0
0.97;26;1.0
0.98;26;1.0
0.99;26;1.0
0.0;27;27.0
0.01;27;26.75
0.02;27;26.55
0.03;27;26.2
0.04;27;23.25
0.05;27;21.9
0.06;27;16.95
0.07;27;12.15
0.08;27;10.75
0.09;27;6.25
0.1;27;6.25
0.11;27;3.7
0.12;27;3.35
0.13;27;3.05
0.14;27;1.85
0.15;27;1.85
0.16;27;2.0
0.17;27;1.45
0.18;27;1.35
0.19;27;1.25
0.2;27;1.1
0.21;27;1.15
0.22;27;1.05
0.23;27;1.2
0.24;27;1.0
0.25;27;1.0
0.26;27;1.0
0.27;27;1.0
0.28;27;1.0
0.29;27;1.0
0.3;27;1.0
0.31;27;1.0
0.32;27;1.0
0.33;27;1.0
0.34;27;1.0
0.35;27;1.0
0.36;27;1.0
0.37;27;1.0
0.38;27;1.0
0.39;27;1.0
0.4;27;1.0
0.41;27;1.0
0.42;27;1.0
0.43;27;1.0
0.44;27;1.0
0.45;27;1.0
0.46;27;1.0
0.47;27;1.0
0.48;27;1.0
0.49;27;1.0
0.5;27;1.0
0.51;27;1.0
0.52;27;1.0
0.53;27;1.0
0.54;27;1.0
0.55;27;1.0
0.56;27;1.0
0.57;27;1.0
0.58;27;1.0
0.59;27;1.0
0.6;27;1.0
0.61;27;1.0
0.62;27;1.0
0.63;27;1.0
0.64;27;1.0
0.65;27;1.0
0.66;27;1.0
0.67;27;1.0
0.68;27;1.0
0.69;27;1.0
0.7;27;1.0
0.71;27;1.0
0.72;27;1.0
0.73;27;1.0
0.74;27;1.0
0.75;27;1.0
0.76;27;1.0
0.77;27;1.0
0.78;27;1.0
0.79;27;1.0
0.8;27;1.0
0.81;27;1.0
0.82;27;1.0
0.83;27;1.0
0.84;27;1.0
0.85;27;1.0
0.86;27;1.0
0.87;27;1.0
0.88;27;1.0
0.89;27;1.0
0.9;27;1.0
0.91;27;1.0
0.92;27;1.0
0.93;27;1.0
0.94;27;1.0
0.95;27;1.0
0.96;27;1.0
0.97;27;1.0
0.98;27;1.0
0.99;27;1.0
0.0;28;28.0
0.01;28;28.0
0.02;28;27.85
0.03;28;26.75
0.04;28;24.1
0.05;28;21.7
0.06;28;15.85
0.07;28;13.1
0.08;28;9.5
0.09;28;7.05
0.1;28;6.1
0.11;28;3.9
0.12;28;2.85
0.13;28;2.3
0.14;28;2.4
0.15;28;1.7
0.16;28;1.5
0.17;28;1.6
0.18;28;1.4
0.19;28;1.2
0.2;28;1.15
0.21;28;1.0
0.22;28;1.1
0.23;28;1.0
0.24;28;1.0
0.25;28;1.0
0.26;28;1.0
0.27;28;1.0
0.28;28;1.0
0.29;28;1.0
0.3;28;1.0
0.31;28;1.0
0.32;28;1.0
0.33;28;1.0
0.34;28;1.0
0.35;28;1.0
0.36;28;1.0
0.37;28;1.0
0.38;28;1.0
0.39;28;1.0
0.4;28;1.0
0.41;28;1.0
0.42;28;1.0
0.43;28;1.0
0.44;28;1.0
0.45;28;1.0
0.46;28;1.0
0.47;28;1.0
0.48;28;1.0
0.49;28;1.0
0.5;28;1.0
0.51;28;1.0
0.52;28;1.0
0.53;28;1.0
0.54;28;1.0
0.55;28;1.0
0.56;28;1.0
0.57;28;1.0
0.58;28;1.0
0.59;28;1.0
0.6;28;1.0
0.61;28;1.0
0.62;28;1.0
0.63;28;1.0
0.64;28;1.0
0.65;28;1.0
0.66;28;1.0
0.67;28;1.0
0.68;28;1.0
0.69;28;1.0
0.7;28;1.0
0.71;28;1.0
0.72;28;1.0
0.73;28;1.0
0.74;28;1.0
0.75;28;1.0
0.76;28;1.0
0.77;28;1.0
0.78;28;1.0
0.79;28;1.0
0.8;28;1.0
0.81;28;1.0
0.82;28;1.0
0.83;28;1.0
0.84;28;1.0
0.85;28;1.0
0.86;28;1.0
0.87;28;1.0
0.88;28;1.0
0.89;28;1.0
0.9;28;1.0
0.91;28;1.0
0.92;28;1.0
0.93;28;1.0
0.94;28;1.0
0.95;28;1.0
0.96;28;1.0
0.97;28;1.0
0.98;28;1.0
0.99;28;1.0
0.0;29;29.0
0.01;29;28.9
0.02;29;28.8
0.03;29;27.25
0.04;29;25.5
0.05;29;20.4
0.06;29;19.2
0.07;29;11.3
0.08;29;8.85
0.09;29;9.0
0.1;29;5.3
0.11;29;3.25
0.12;29;2.55
0.13;29;2.2
0.14;29;2.05
0.15;29;1.3
0.16;29;1.45
0.17;29;1.2
0.18;29;1.2
0.19;29;1.05
0.2;29;1.2
0.21;29;1.0
0.22;29;1.0
0.23;29;1.0
0.24;29;1.0
0.25;29;1.0
0.26;29;1.0
0.27;29;1.1
0.28;29;1.0
0.29;29;1.0
0.3;29;1.0
0.31;29;1.0
0.32;29;1.0
0.33;29;1.0
0.34;29;1.0
0.35;29;1.0
0.36;29;1.0
0.37;29;1.0
0.38;29;1.0
0.39;29;1.0
0.4;29;1.0
0.41;29;1.0
0.42;29;1.0
0.43;29;1.0
0.44;29;1.0
0.45;29;1.0
0.46;29;1.0
0.47;29;1.0
0.48;29;1.0
0.49;29;1.0
0.5;29;1.0
0.51;29;1.0
0.52;29;1.0
0.53;29;1.0
0.54;29;1.0
0.55;29;1.0
0.56;29;1.0
0.57;29;1.0
0.58;29;1.0
0.59;29;1.0
0.6;29;1.0
0.61;29;1.0
0.62;29;1.0
0.63;29;1.0
0.64;29;1.0
0.65;29;1.0
0.66;29;1.0
0.67;29;1.0
0.68;29;1.0
0.69;29;1.0
0.7;29;1.0
0.71;29;1.0
0.72;29;1.0
0.73;29;1.0
0.74;29;1.0
0.75;29;1.0
0.76;29;1.0
0.77;29;1.0
0.78;29;1.0
0.79;29;1.0
0.8;29;1.0
0.81;29;1.0
0.82;29;1.0
0.83;29;1.0
0.84;29;1.0
0.85;29;1.0
0.86;29;1.0
0.87;29;1.0
0.88;29;1.0
0.89;29;1.0
0.9;29;1.0
0.91;29;1.0
0.92;29;1.0
0.93;29;1.0
0.94;29;1.0
0.95;29;1.0
0.96;29;1.0
0.97;29;1.0
0.98;29;1.0
0.99;29;1.0
0.0;30;30.0
0.01;30;29.8
0.02;30;29.95
0.03;30;28.95
0.04;30;26.05
0.05;30;22.0
0.06;30;14.85
0.07;30;9.45
0.08;30;8.5
0.09;30;6.3
0.1;30;4.85
0.11;30;3.8
0.12;30;2.8
0.13;30;2.1
0.14;30;2.0
0.15;30;1.4
0.16;30;1.05
0.17;30;1.2
0.18;30;1.25
0.19;30;1.1
0.2;30;1.1
0.21;30;1.0
0.22;30;1.05
0.23;30;1.05
0.24;30;1.05
0.25;30;1.0
0.26;30;1.0
0.27;30;1.0
0.28;30;1.0
0.29;30;1.0
0.3;30;1.0
0.31;30;1.0
0.32;30;1.0
0.33;30;1.0
0.34;30;1.0
0.35;30;1.0
0.36;30;1.0
0.37;30;1.0
0.38;30;1.0
0.39;30;1.0
0.4;30;1.0
0.41;30;1.0
0.42;30;1.0
0.43;30;1.0
0.44;30;1.0
0.45;30;1.0
0.46;30;1.0
0.47;30;1.0
0.48;30;1.0
0.49;30;1.0
0.5;30;1.0
0.51;30;1.0
0.52;30;1.0
0.53;30;1.0
0.54;30;1.0
0.55;30;1.0
0.56;30;1.0
0.57;30;1.0
0.58;30;1.0
0.59;30;1.0
0.6;30;1.0
0.61;30;1.0
0.62;30;1.0
0.63;30;1.0
0.64;30;1.0
0.65;30;1.0
0.66;30;1.0
0.67;30;1.0
0.68;30;1.0
0.69;30;1.0
0.7;30;1.0
0.71;30;1.0
0.72;30;1.0
0.73;30;1.0
0.74;30;1.0
0.75;30;1.0
0.76;30;1.0
0.77;30;1.0
0.78;30;1.0
0.79;30;1.0
0.8;30;1.0
0.81;30;1.0
0.82;30;1.0
0.83;30;1.0
0.84;30;1.0
0.85;30;1.0
0.86;30;1.0
0.87;30;1.0
0.88;30;1.0
0.89;30;1.0
0.9;30;1.0
0.91;30;1.0
0.92;30;1.0
0.93;30;1.0
0.94;30;1.0
0.95;30;1.0
0.96;30;1.0
0.97;30;1.0
0.98;30;1.0
0.99;30;1.0
0.0;31;31.0
0.01;31;30.95
0.02;31;30.65
0.03;31;28.5
0.04;31;25.15
0.05;31;21.85
0.06;31;15.0
0.07;31;12.5
0.08;31;7.1
0.09;31;5.0
0.1;31;2.95
0.11;31;3.1
0.12;31;2.0
0.13;31;2.2
0.14;31;1.55
0.15;31;1.55
0.16;31;1.7
0.17;31;1.45
0.18;31;1.05
0.19;31;1.05
0.2;31;1.05
0.21;31;1.05
0.22;31;1.0
0.23;31;1.0
0.24;31;1.0
0.25;31;1.05
0.26;31;1.0
0.27;31;1.0
0.28;31;1.05
0.29;31;1.0
0.3;31;1.0
0.31;31;1.0
0.32;31;1.0
0.33;31;1.0
0.34;31;1.0
0.35;31;1.0
0.36;31;1.0
0.37;31;1.0
0.38;31;1.0
0.39;31;1.0
0.4;31;1.0
0.41;31;1.0
0.42;31;1.0
0.43;31;1.0
0.44;31;1.0
0.45;31;1.0
0.46;31;1.0
0.47;31;1.0
0.48;31;1.0
0.49;31;1.0
0.5;31;1.0
0.51;31;1.0
0.52;31;1.0
0.53;31;1.0
0.54;31;1.0
0.55;31;1.0
0.56;31;1.0
0.57;31;1.0
0.58;31;1.0
0.59;31;1.0
0.6;31;1.0
0.61;31;1.0
0.62;31;1.0
0.63;31;1.0
0.64;31;1.0
0.65;31;1.0
0.66;31;1.0
0.67;31;1.0
0.68;31;1.0
0.69;31;1.0
0.7;31;1.0
0.71;31;1.0
0.72;31;1.0
0.73;31;1.0
0.74;31;1.0
0.75;31;1.0
0.76;31;1.0
0.77;31;1.0
0.78;31;1.0
0.79;31;1.0
0.8;31;1.0
0.81;31;1.0
0.82;31;1.0
0.83;31;1.0
0.84;31;1.0
0.85;31;1.0
0.86;31;1.0
0.87;31;1.0
0.88;31;1.0
0.89;31;1.0
0.9;31;1.0
0.91;31;1.0
0.92;31;1.0
0.93;31;1.0
0.94;31;1.0
0.95;31;1.0
0.96;31;1.0
0.97;31;1.0
0.98;31;1.0
0.99;31;1.0
0.0;32;32.0
0.01;32;31.9
0.02;32;31.45
0.03;32;30.05
0.04;32;26.3
0.05;32;21.7
0.06;32;12.9
0.07;32;10.55
0.08;32;7.9
0.09;32;5.6
0.1;32;4.3
0.11;32;2.6
0.12;32;2.2
0.13;32;1.75
0.14;32;1.25
0.15;32;1.3
0.16;32;1.15
0.17;32;1.3
0.18;32;1.15
0.19;32;1.1
0.2;32;1.15
0.21;32;1.0
0.22;32;1.05
0.23;32;1.05
0.24;32;1.0
0.25;32;1.0
0.26;32;1.0
0.27;32;1.0
0.28;32;1.0
